Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air
2019-02-08,2019,2,ZIMA,16.50654334569621,51.956272772987376,24445.94200770543,1816.0108495837815
2019-02-08,2019,2,ZIMA,16.12925092636601,52.019154842875736,22602.46845311775,1829.5058626777172
2019-02-08,2019,2,ZIMA,16.192132996254376,52.019154842875736,19697.982594109708,1829.5058636926046
2019-02-08,2019,2,ZIMA,16.255015066142743,52.019154842875736,17386.83507908294,1829.5058285268242
2019-02-08,2019,2,ZIMA,16.44366127580784,52.019154842875736,16373.504288363745,1832.4459776524902
2019-02-08,2019,2,ZIMA,16.50654334569621,52.019154842875736,18193.21662615679,1832.8787814978784
2019-02-08,2019,2,ZIMA,16.569425415584575,52.019154842875736,20761.67626853889,1831.2502399227499
2019-02-08,2019,2,ZIMA,16.63230748547294,52.019154842875736,23838.075185856447,1825.4404733963913
2019-02-08,2019,2,ZIMA,16.192132996254376,52.082036912764124,14806.346586926993,1829.5058737869135
2019-02-08,2019,2,ZIMA,16.255015066142743,52.082036912764124,11560.256428232644,1837.606313534378
2019-02-08,2019,2,ZIMA,16.317897136031107,52.082036912764124,9227.765872973543,1837.781126701663
2019-02-08,2019,2,ZIMA,16.380779205919474,52.082036912764124,8588.609295133625,1837.781128168099
2019-02-08,2019,2,ZIMA,16.44366127580784,52.082036912764124,9973.819717644796,1833.5266582761972
2019-02-08,2019,2,ZIMA,16.50654334569621,52.082036912764124,12739.325786840365,1831.107595471764
2019-02-08,2019,2,ZIMA,16.569425415584575,52.082036912764124,16192.722244782453,1831.317397907668
2019-02-08,2019,2,ZIMA,16.63230748547294,52.082036912764124,19980.45255694518,1833.4830739738766
2019-02-08,2019,2,ZIMA,16.695189555361306,52.082036912764124,23944.372909235062,1833.4602514470994
2019-02-08,2019,2,ZIMA,16.317897136031107,52.144918982652484,3803.7636166322095,1837.781104730071
2019-02-08,2019,2,ZIMA,16.380779205919474,52.144918982652484,1759.8651632734818,1838.464374755045
2019-02-08,2019,2,ZIMA,16.44366127580784,52.144918982652484,5364.135148007448,1840.7316894531925
2019-02-08,2019,2,ZIMA,16.50654334569621,52.144918982652484,9565.515649662955,1839.683520659503
