Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air
2019-02-07,2019,2,ZIMA,22.668986194756126,49.755400326894545,22087.641825604678,1811.1357489005316
2019-02-07,2019,2,ZIMA,22.668986194756126,49.818282396782934,17695.925250540768,1811.1357580503052
2019-02-07,2019,2,ZIMA,22.73186826464449,49.818282396782934,21714.62640675995,1819.795304169179
2019-02-16,2019,2,ZIMA,22.225309930038108,49.755400326894545,23075.62091358676,1807.3388591292257
2019-02-16,2019,2,ZIMA,22.288191999926475,49.755400326894545,20054.775957172795,1813.6107937149543
2019-02-16,2019,2,ZIMA,22.351074069814842,49.755400326894545,17687.45214846048,1816.4845055342319
2019-02-16,2019,2,ZIMA,22.41395613970321,49.755400326894545,16261.611335671701,1816.4845010723343
2019-02-16,2019,2,ZIMA,22.476838209591577,49.755400326894545,16030.471476220679,1817.0302695314417
2019-02-16,2019,2,ZIMA,22.539720279479937,49.755400326894545,17042.710013347772,1817.9759597308966
2019-02-16,2019,2,ZIMA,22.602602349368304,49.755400326894545,19101.674777579803,1817.9759517919401
2019-02-16,2019,2,ZIMA,22.66548441925667,49.755400326894545,21914.29117237456,1821.7179331411157
2019-02-16,2019,2,ZIMA,22.16242786014974,49.818282396782934,22993.89771570689,1814.7860145989011
2019-02-16,2019,2,ZIMA,22.225309930038108,49.818282396782934,18913.18168296834,1814.5424487312653
2019-02-16,2019,2,ZIMA,22.288191999926475,49.818282396782934,15085.974138612986,1814.1040100911157
2019-02-16,2019,2,ZIMA,22.351074069814842,49.818282396782934,11762.396604778049,1814.1900206510084
2019-02-16,2019,2,ZIMA,22.41395613970321,49.818282396782934,9487.389990687023,1814.361954687633
2019-02-16,2019,2,ZIMA,22.476838209591577,49.818282396782934,9086.046306825554,1815.127976922654
2019-02-16,2019,2,ZIMA,22.539720279479937,49.818282396782934,10769.907347387072,1815.5648679255323
2019-02-16,2019,2,ZIMA,22.602602349368304,49.818282396782934,13795.462190407134,1817.7853510330574
2019-02-16,2019,2,ZIMA,22.66548441925667,49.818282396782934,17479.35546032421,1821.51786654591
2019-02-16,2019,2,ZIMA,22.72836648914504,49.818282396782934,21485.578151212052,1821.5505498725172
2019-02-16,2019,2,ZIMA,22.288191999926475,49.881164466671294,12280.645751248541,1807.5114746094023
2019-02-16,2019,2,ZIMA,22.351074069814842,49.881164466671294,7854.756429353045,1807.511474609308
2019-02-16,2019,2,ZIMA,22.41395613970321,49.881164466671294,3662.826773873633,1811.098828625528
2019-02-16,2019,2,ZIMA,22.476838209591577,49.881164466671294,2443.685044444684,1820.2342644164896
2019-02-16,2019,2,ZIMA,22.539720279479937,49.881164466671294,6273.998858484071,1820.0027673879936
2019-02-16,2019,2,ZIMA,22.602602349368304,49.881164466671294,10657.89446856776,1828.7780492633285
2019-02-16,2019,2,ZIMA,22.66548441925667,49.881164466671294,15121.325647202782,1830.2863261642603
2019-02-16,2019,2,ZIMA,22.72836648914504,49.881164466671294,19610.05619446446,1829.8914391825008
2019-02-16,2019,2,ZIMA,22.791248559033406,49.881164466671294,24109.957451561382,1829.12939238618
2019-02-16,2019,2,ZIMA,22.225309930038108,49.944046536559654,17368.474145849043,1806.8805744879835
2019-02-16,2019,2,ZIMA,22.288191999926475,49.944046536559654,13110.286221926865,1807.1816906007464
2019-02-16,2019,2,ZIMA,22.351074069814842,49.944046536559654,9103.755684438656,1807.196397551497
2019-02-16,2019,2,ZIMA,22.41395613970321,49.944046536559654,5887.298046828058,1814.2842851324172
2019-02-16,2019,2,ZIMA,22.476838209591577,49.944046536559654,5217.7845571906855,1820.3198613045536
2019-02-16,2019,2,ZIMA,22.539720279479937,49.944046536559654,7782.88322853803,1820.3111279968489
2019-02-16,2019,2,ZIMA,22.602602349368304,49.944046536559654,11606.223911688516,1831.243401826849
2019-02-16,2019,2,ZIMA,22.66548441925667,49.944046536559654,15799.32540761907,1831.279529915085
2019-02-16,2019,2,ZIMA,22.72836648914504,49.944046536559654,20132.459394701837,1831.2795329138935
2019-02-16,2019,2,ZIMA,22.791248559033406,49.944046536559654,24531.531380854187,1831.2795426983039
2019-02-16,2019,2,ZIMA,22.225309930038108,50.006928606448014,20503.689161433696,1801.9272147026127
2019-02-16,2019,2,ZIMA,22.288191999926475,50.006928606448014,17052.451413993313,1802.1547408437882
2019-02-16,2019,2,ZIMA,22.351074069814842,50.006928606448014,14209.185108303696,1802.2779063089101
2019-02-16,2019,2,ZIMA,22.41395613970321,50.006928606448014,12399.427065448039,1805.8709020536567
2019-02-16,2019,2,ZIMA,22.476838209591577,50.006928606448014,12096.300368318187,1806.3469511540884
2019-02-16,2019,2,ZIMA,22.539720279479937,50.006928606448014,13402.423659929149,1807.074532857601
2019-02-16,2019,2,ZIMA,22.288191999926475,50.069810676336374,22528.58957328347,1799.7331760579475
2019-02-16,2019,2,ZIMA,22.351074069814842,50.069810676336374,20463.829199069023,1799.8778274746767
2019-02-16,2019,2,ZIMA,22.41395613970321,50.069810676336374,19252.94859761089,1803.8586395857578
2019-02-16,2019,2,ZIMA,22.476838209591577,50.069810676336374,19059.391608038903,1803.8586380231031
2019-02-16,2019,2,ZIMA,22.539720279479937,50.069810676336374,19912.845501312324,1803.8586319786793
2019-02-17,2019,2,ZIMA,22.476838209591577,49.692518257006185,23004.950086141587,1821.4891402360684
2019-02-17,2019,2,ZIMA,22.539720279479937,49.692518257006185,23722.33053402328,1821.489125364259
2019-02-17,2019,2,ZIMA,22.225309930038108,49.755400326894545,23075.62091358676,1809.4931786933707
2019-02-17,2019,2,ZIMA,22.288191999926475,49.755400326894545,20054.775957172795,1808.5976677134988
2019-02-17,2019,2,ZIMA,22.351074069814842,49.755400326894545,17687.45214846048,1815.8725425749362
2019-02-17,2019,2,ZIMA,22.41395613970321,49.755400326894545,16261.611335671701,1818.4732919901471
2019-02-17,2019,2,ZIMA,22.476838209591577,49.755400326894545,16030.471476220679,1821.5255000945463
2019-02-17,2019,2,ZIMA,22.539720279479937,49.755400326894545,17042.710013347772,1821.4891357422466
2019-02-17,2019,2,ZIMA,22.602602349368304,49.755400326894545,19101.674777579803,1812.974243164121
2019-02-17,2019,2,ZIMA,22.66548441925667,49.755400326894545,21914.29117237456,1812.9742431639954
2019-02-17,2019,2,ZIMA,22.16242786014974,49.818282396782934,22993.89771570689,1810.6147919417483
2019-02-17,2019,2,ZIMA,22.225309930038108,49.818282396782934,18913.18168296834,1824.9566708820612
2019-02-17,2019,2,ZIMA,22.288191999926475,49.818282396782934,15085.974138612986,1820.9707631526387
2019-02-17,2019,2,ZIMA,22.351074069814842,49.818282396782934,11762.396604778049,1819.7210677222943
2019-02-17,2019,2,ZIMA,22.41395613970321,49.818282396782934,9487.389990687023,1821.2793996937062
2019-02-17,2019,2,ZIMA,22.476838209591577,49.818282396782934,9086.046306825554,1824.4486680846574
2019-02-17,2019,2,ZIMA,22.539720279479937,49.818282396782934,10769.907347387072,1819.119758944991
2019-02-17,2019,2,ZIMA,22.602602349368304,49.818282396782934,13795.462190407134,1811.3875906048777
2019-02-17,2019,2,ZIMA,22.66548441925667,49.818282396782934,17479.35546032421,1818.7087180609196
2019-02-17,2019,2,ZIMA,22.72836648914504,49.818282396782934,21485.578151212052,1825.9998779296477
2019-02-17,2019,2,ZIMA,22.16242786014974,49.881164466671294,21249.860616887832,1815.7986085104044
2019-02-17,2019,2,ZIMA,22.225309930038108,49.881164466671294,16756.11579897442,1815.9069824218043
2019-02-17,2019,2,ZIMA,22.288191999926475,49.881164466671294,12280.645751248541,1824.3163145267333
2019-02-17,2019,2,ZIMA,22.351074069814842,49.881164466671294,7854.756429353045,1824.4560546874327
2019-02-17,2019,2,ZIMA,22.41395613970321,49.881164466671294,3662.826773873633,1831.440740891777
2019-02-17,2019,2,ZIMA,22.476838209591577,49.881164466671294,2443.685044444684,1830.4457468034725
2019-02-17,2019,2,ZIMA,22.539720279479937,49.881164466671294,6273.998858484071,1828.0911842039275
2019-02-17,2019,2,ZIMA,22.602602349368304,49.881164466671294,10657.89446856776,1827.1292118521733
2019-02-17,2019,2,ZIMA,22.66548441925667,49.881164466671294,15121.325647202782,1842.0458980015903
2019-02-17,2019,2,ZIMA,22.72836648914504,49.881164466671294,19610.05619446446,1840.7796625348892
2019-02-17,2019,2,ZIMA,22.791248559033406,49.881164466671294,24109.957451561382,1833.9441686917648
2019-02-17,2019,2,ZIMA,22.16242786014974,49.944046536559654,21730.87968921617,1817.3873426077955
2019-02-17,2019,2,ZIMA,22.225309930038108,49.944046536559654,17368.474145849043,1817.2057083356535
2019-02-17,2019,2,ZIMA,22.288191999926475,49.944046536559654,13110.286221926865,1823.5586742432472
2019-02-17,2019,2,ZIMA,22.351074069814842,49.944046536559654,9103.755684438656,1823.7257817526636
2019-02-17,2019,2,ZIMA,22.41395613970321,49.944046536559654,5887.298046828058,1834.4126882189948
2019-02-17,2019,2,ZIMA,22.476838209591577,49.944046536559654,5217.7845571906855,1833.691578861802
2019-02-17,2019,2,ZIMA,22.539720279479937,49.944046536559654,7782.88322853803,1836.6092529297546
2019-02-17,2019,2,ZIMA,22.602602349368304,49.944046536559654,11606.223911688516,1838.7828476778927
2019-02-17,2019,2,ZIMA,22.66548441925667,49.944046536559654,15799.32540761907,1840.5079345702522
2019-02-17,2019,2,ZIMA,22.72836648914504,49.944046536559654,20132.459394701837,1840.561274793722
2019-02-17,2019,2,ZIMA,22.791248559033406,49.944046536559654,24531.531380854187,1840.3509502494849
2019-02-17,2019,2,ZIMA,22.16242786014974,50.006928606448014,24305.27406858883,1813.412841796847
2019-02-17,2019,2,ZIMA,22.225309930038108,50.006928606448014,20503.689161433696,1816.937957693944
2019-02-17,2019,2,ZIMA,22.288191999926475,50.006928606448014,17052.451413993313,1835.5822744309282
2019-02-17,2019,2,ZIMA,22.351074069814842,50.006928606448014,14209.185108303696,1835.363049941736
2019-02-17,2019,2,ZIMA,22.41395613970321,50.006928606448014,12399.427065448039,1840.730869759771
2019-02-17,2019,2,ZIMA,22.476838209591577,50.006928606448014,12096.300368318187,1838.9681678883564
2019-02-17,2019,2,ZIMA,22.539720279479937,50.006928606448014,13402.423659929149,1833.590435476305
2019-02-17,2019,2,ZIMA,22.602602349368304,50.006928606448014,15926.688222586916,1831.655820255816
2019-02-17,2019,2,ZIMA,22.66548441925667,50.006928606448014,19194.370650338067,1831.2772665471116
2019-02-17,2019,2,ZIMA,22.72836648914504,50.006928606448014,22889.261329786274,1829.8870849608738
2019-02-17,2019,2,ZIMA,22.288191999926475,50.069810676336374,22528.58957328347,1833.8997162553396
2019-02-17,2019,2,ZIMA,22.351074069814842,50.069810676336374,20463.829199069023,1837.5167908370486
2019-02-17,2019,2,ZIMA,22.41395613970321,50.069810676336374,19252.94859761089,1841.2764095497298
2019-02-17,2019,2,ZIMA,22.476838209591577,50.069810676336374,19059.391608038903,1837.6792922644743
2019-02-17,2019,2,ZIMA,22.539720279479937,50.069810676336374,19912.845501312324,1835.2509765625668
2019-02-17,2019,2,ZIMA,22.602602349368304,50.069810676336374,21690.07027748715,1835.2025146485043
2019-02-17,2019,2,ZIMA,22.66548441925667,50.069810676336374,24188.296744026244,1835.182188865104
2019-02-18,2019,2,ZIMA,22.354575845314294,49.692518257006185,24112.090228048502,1828.6687011718147
2019-02-18,2019,2,ZIMA,22.417457915202657,49.692518257006185,23134.547378102303,1815.8390699820961
2019-02-18,2019,2,ZIMA,22.480339985091025,49.692518257006185,23022.08858500473,1811.0773939557198
2019-02-18,2019,2,ZIMA,22.543222054979392,49.692518257006185,23786.98643868175,1810.4165626024585
2019-02-18,2019,2,ZIMA,22.22881170553756,49.755400326894545,22894.36986324161,1822.7268066405854
2019-02-18,2019,2,ZIMA,22.291693775425927,49.755400326894545,19903.314178415047,1827.3863606976101
2019-02-18,2019,2,ZIMA,22.354575845314294,49.755400326894545,17580.495625769614,1828.3986772373128
2019-02-18,2019,2,ZIMA,22.417457915202657,49.755400326894545,16215.66667820542,1813.38470941278
2019-02-18,2019,2,ZIMA,22.480339985091025,49.755400326894545,16055.025104151813,1808.2802022478518
2019-02-18,2019,2,ZIMA,22.543222054979392,49.755400326894545,17132.476668509815,1805.2260742188084
2019-02-18,2019,2,ZIMA,22.60610412486776,49.755400326894545,19241.147484226796,1819.9202208181982
2019-02-18,2019,2,ZIMA,22.668986194756126,49.755400326894545,22087.641825604678,1820.7415418931685
2019-02-18,2019,2,ZIMA,22.165929635649192,49.818282396782934,22762.27075808762,1825.982712282599
2019-02-18,2019,2,ZIMA,22.22881170553756,49.818282396782934,18691.89945697382,1827.00434105874
2019-02-18,2019,2,ZIMA,22.291693775425927,49.818282396782934,14884.29752506612,1835.2397460938093
2019-02-18,2019,2,ZIMA,22.354575845314294,49.818282396782934,11601.151230090853,1833.0840721760344
2019-02-18,2019,2,ZIMA,22.417457915202657,49.818282396782934,9408.524932013164,1819.668012009966
2019-02-18,2019,2,ZIMA,22.480339985091025,49.818282396782934,9129.240569089454,1828.282972479371
2019-02-18,2019,2,ZIMA,22.543222054979392,49.818282396782934,10911.220491147085,1827.853716440002
2019-02-18,2019,2,ZIMA,22.60610412486776,49.818282396782934,13987.696201742643,1815.3250732422464
2019-02-18,2019,2,ZIMA,22.668986194756126,49.818282396782934,17695.925250540768,1819.5264188434005
2019-02-18,2019,2,ZIMA,22.73186826464449,49.818282396782934,21714.62640675995,1828.9910448587377
2019-02-18,2019,2,ZIMA,22.165929635649192,49.881164466671294,20999.33229321837,1821.9499999321563
2019-02-18,2019,2,ZIMA,22.22881170553756,49.881164466671294,16506.267562304827,1822.6391454231973
2019-02-18,2019,2,ZIMA,22.291693775425927,49.881164466671294,12032.364262771302,1823.655905539936
2019-02-18,2019,2,ZIMA,22.354575845314294,49.881164466671294,7611.491975228226,1809.5766320223638
2019-02-18,2019,2,ZIMA,22.417457915202657,49.881164466671294,3453.693223036827,1817.0897022795632
2019-02-18,2019,2,ZIMA,22.480339985091025,49.881164466671294,2599.495245792041,1827.3234219038818
2019-02-18,2019,2,ZIMA,22.543222054979392,49.881164466671294,6513.288539257984,1826.211582121473
2019-02-18,2019,2,ZIMA,22.60610412486776,49.881164466671294,10905.258517402252,1826.796629774293
2019-02-18,2019,2,ZIMA,22.668986194756126,49.881164466671294,15370.833327011827,1841.3437499999318
2019-02-18,2019,2,ZIMA,22.73186826464449,49.881164466671294,19860.423092579564,1844.9156550701794
2019-02-18,2019,2,ZIMA,22.794750334532857,49.881164466671294,24360.75155742461,1847.0587460119086
2019-02-18,2019,2,ZIMA,22.165929635649192,49.944046536559654,21486.28087913054,1821.4248809494434
2019-02-18,2019,2,ZIMA,22.22881170553756,49.944046536559654,17127.876258600787,1819.369059857735
2019-02-18,2019,2,ZIMA,22.291693775425927,49.944046536559654,12878.31429302353,1821.4075766460353
2019-02-18,2019,2,ZIMA,22.354575845314294,49.944046536559654,8894.991312628392,1820.2897283241682
2019-02-18,2019,2,ZIMA,22.417457915202657,49.944046536559654,5759.680046957223,1829.6265286447772
2019-02-18,2019,2,ZIMA,22.480339985091025,49.944046536559654,5292.450368233288,1827.686733744859
2019-02-18,2019,2,ZIMA,22.543222054979392,49.944046536559654,7976.788686317586,1830.0319824219418
2019-02-18,2019,2,ZIMA,22.60610412486776,49.944046536559654,11833.48850859346,1832.6147142993332
2019-02-18,2019,2,ZIMA,22.668986194756126,49.944046536559654,16037.980704463247,1834.765259159679
2019-02-18,2019,2,ZIMA,22.73186826464449,49.944046536559654,20376.093396314827,1846.4283768793541
2019-02-18,2019,2,ZIMA,22.794750334532857,49.944046536559654,24777.740103857333,1846.7133963059525
2019-02-18,2019,2,ZIMA,22.165929635649192,50.006928606448014,24087.11788566591,1827.6905612429655
2019-02-18,2019,2,ZIMA,22.22881170553756,50.006928606448014,20300.550055771535,1826.8749723027133
2019-02-18,2019,2,ZIMA,22.291693775425927,50.006928606448014,16874.99133361886,1840.3417968750675
2019-02-18,2019,2,ZIMA,22.354575845314294,50.006928606448014,14076.517619419135,1840.2660152748724
2019-02-18,2019,2,ZIMA,22.417457915202657,50.006928606448014,12339.42325907192,1841.4882991898205
2019-02-18,2019,2,ZIMA,22.480339985091025,50.006928606448014,12128.65266097527,1830.4055594030178
2019-02-18,2019,2,ZIMA,22.543222054979392,50.006928606448014,13515.800272744598,1830.5089990102333
2019-02-18,2019,2,ZIMA,22.60610412486776,50.006928606448014,16092.839025049043,1832.802246093817
2019-02-18,2019,2,ZIMA,22.668986194756126,50.006928606448014,19391.031598309888,1833.372869132361
