Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,tropospheric_NO2_column_number_density,O3_column_number_density,SO2_column_number_density,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-08,2019,2,ZIMA,15.56331229737071,52.64797554175942,20934.684076672955,1811.6051025390973,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.56331229737071,52.71085761164778,19577.745859008537,1813.8315917895209,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.56331229737071,52.77373968153614,20645.7727863576,1840.271577141323,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.56331229737071,52.8366217514245,23814.780584708093,1842.1559082186068,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.626194367259076,52.64797554175942,17021.813243066677,1806.9767401937504,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.626194367259076,52.71085761164778,15329.135742764283,1801.4039838158797,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.626194367259076,52.77373968153614,16677.99452568394,1835.578440003709,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.626194367259076,52.8366217514245,20475.958102860423,1842.288940429729,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.689076437147444,52.64797554175942,13318.96365667929,1774.556890974164,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
2019-02-08,2019,2,ZIMA,15.689076437147444,52.71085761164778,11081.348141236387,1774.5568847656418,,,,,,276.57677904764813,274.2143096923828,280.3768005371094,274.1937942504883,273.2530517578125,275.51568603515625,84.83063967847993,69.11322867868327,94.26948969024365,3.783008622959297,3.323942726765462,5.459049488357356,100777.21842447917,100522.8828125,100959.75390625,2.1150274278625147e-06,212.10657458070986,lubiatow
