Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,tropospheric_NO2_column_number_density,O3_column_number_density,SO2_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-07,2019,2,ZIMA,21.85151928620736,49.94404653655965,12892.448786741435,1793.2623224294086,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.85151928620736,50.006928606448014,10685.623953653268,1813.9638350430107,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.85151928620736,50.06981067633637,12648.79933861824,1813.967298122307,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.914401356095727,49.94404653655965,9493.16762852944,1793.2623223097455,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.914401356095727,50.006928606448014,6179.528136909022,1812.0427861306164,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.914401356095727,50.06981067633637,9170.354700453405,1815.8712196461256,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.97728342598409,50.006928606448014,1681.6620857426972,1819.4210287097665,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-07,2019,2,ZIMA,21.97728342598409,50.06981067633637,6984.4906366884525,1819.4210205077843,,,,,,zalesie,273.5561116536458,269.9938201904297,278.4591369628906,269.32533327738446,267.6425323486328,270.5559387207031,74.42176032213293,54.19852649217557,90.7953911699114,3.6172071994812884,1.683135111952086,5.511197637622603,99226.47037760417,98883.2734375,99728.6796875,5.407423486758489e-06,181.88135850787194,zalesie
2019-02-16,2019,2,ZIMA,21.65937130104281,50.006928606448014,24458.330077845225,1807.464721679628,,,,,,zalesie,277.2030944824219,274.2794952392578,282.0721740722656,274.7226912180583,272.9900207519531,276.37744140625,84.5331428501671,66.61961417914458,96.92672730605112,2.452044672481805,1.4120547661978766,3.584500897811632,100016.53059895833,99771.5703125,100188.5546875,6.179809560080685e-05,239.93503804875382,zalesie
2019-02-16,2019,2,ZIMA,21.722253370931178,49.881164466671294,24508.85108573593,1826.802959805798,,,,,,zalesie,277.2030944824219,274.2794952392578,282.0721740722656,274.7226912180583,272.9900207519531,276.37744140625,84.5331428501671,66.61961417914458,96.92672730605112,2.452044672481805,1.4120547661978766,3.584500897811632,100016.53059895833,99771.5703125,100188.5546875,6.179809560080685e-05,239.93503804875382,zalesie
