Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,NO2_column_number_density,O3_column_number_density,SO2_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-07,2019,2,ZIMA,22.66898619475613,49.81828239678293,22460.758843357904,1811.1357580503047,,,,,,jaroslaw,273.4757893880208,269.86668395996094,279.2629852294922,269.29213015238446,268.1718292236328,270.7961730957031,75.05287820672639,50.922926277362976,92.14387619628933,2.897661400939534,1.4191162890343794,3.902338068481143,99556.38704427083,99208.2734375,100028.6796875,5.27331303601386e-06,172.43693891495366,jaroslaw
2019-02-07,2019,2,ZIMA,22.73186826464449,49.81828239678293,23100.35486137293,1819.795304169179,,,,,,jaroslaw,273.4757893880208,269.86668395996094,279.2629852294922,269.29213015238446,268.1718292236328,270.7961730957031,75.05287820672639,50.922926277362976,92.14387619628933,2.897661400939534,1.4191162890343794,3.902338068481143,99556.38704427083,99208.2734375,100028.6796875,5.27331303601386e-06,172.43693891495366,jaroslaw
2019-02-07,2019,2,ZIMA,22.794750334532857,49.81828239678293,24567.33080198617,1833.2277700406428,,,,,,jaroslaw,273.4757893880208,269.86668395996094,279.2629852294922,269.29213015238446,268.1718292236328,270.7961730957031,75.05287820672639,50.922926277362976,92.14387619628933,2.897661400939534,1.4191162890343794,3.902338068481143,99556.38704427083,99208.2734375,100028.6796875,5.27331303601386e-06,172.43693891495366,jaroslaw
2019-02-07,2019,2,ZIMA,22.857632404421224,49.881164466671294,21189.99202699651,1833.308596443337,,,,,,jaroslaw,273.4757893880208,269.86668395996094,279.2629852294922,269.29213015238446,268.1718292236328,270.7961730957031,75.05287820672639,50.922926277362976,92.14387619628933,2.897661400939534,1.4191162890343794,3.902338068481143,99556.38704427083,99208.2734375,100028.6796875,5.27331303601386e-06,172.43693891495366,jaroslaw
2019-02-07,2019,2,ZIMA,22.92051447430959,49.881164466671294,24501.433160808512,1833.3086403032444,,,,,,jaroslaw,273.4757893880208,269.86668395996094,279.2629852294922,269.29213015238446,268.1718292236328,270.7961730957031,75.05287820672639,50.922926277362976,92.14387619628933,2.897661400939534,1.4191162890343794,3.902338068481143,99556.38704427083,99208.2734375,100028.6796875,5.27331303601386e-06,172.43693891495366,jaroslaw
2019-02-16,2019,2,ZIMA,22.35107406981484,49.94404653655965,23412.679562616457,1807.196397551497,,,,,,jaroslaw,277.3359069824219,274.4845733642578,281.6483459472656,274.9700056711833,273.0271301269531,276.5011291503906,85.11078495062563,69.09732323419497,96.9448614305618,2.809703042239058,1.910273309205104,3.974240430841573,100268.03059895833,100009.5703125,100420.93359375,6.729662408133663e-05,256.27236789007634,jaroslaw
2019-02-16,2019,2,ZIMA,22.35107406981484,50.006928606448014,21868.46766861241,1802.27790630891,,,,,,jaroslaw,277.3359069824219,274.4845733642578,281.6483459472656,274.9700056711833,273.0271301269531,276.5011291503906,85.11078495062563,69.09732323419497,96.9448614305618,2.809703042239058,1.910273309205104,3.974240430841573,100268.03059895833,100009.5703125,100420.93359375,6.729662408133663e-05,256.27236789007634,jaroslaw
2019-02-16,2019,2,ZIMA,22.35107406981484,50.06981067633637,22497.72895421683,1799.877827474677,,,,,,jaroslaw,277.3359069824219,274.4845733642578,281.6483459472656,274.9700056711833,273.0271301269531,276.5011291503906,85.11078495062563,69.09732323419497,96.9448614305618,2.809703042239058,1.910273309205104,3.974240430841573,100268.03059895833,100009.5703125,100420.93359375,6.729662408133663e-05,256.27236789007634,jaroslaw
2019-02-16,2019,2,ZIMA,22.41395613970321,49.881164466671294,23218.13102685405,1811.098828625528,,,,,,jaroslaw,277.3359069824219,274.4845733642578,281.6483459472656,274.9700056711833,273.0271301269531,276.5011291503906,85.11078495062563,69.09732323419497,96.9448614305618,2.809703042239058,1.910273309205104,3.974240430841573,100268.03059895833,100009.5703125,100420.93359375,6.729662408133663e-05,256.27236789007634,jaroslaw
2019-02-16,2019,2,ZIMA,22.41395613970321,49.94404653655965,19275.602727838694,1814.2842851324167,,,,,,jaroslaw,277.3359069824219,274.4845733642578,281.6483459472656,274.9700056711833,273.0271301269531,276.5011291503906,85.11078495062563,69.09732323419497,96.9448614305618,2.809703042239058,1.910273309205104,3.974240430841573,100268.03059895833,100009.5703125,100420.93359375,6.729662408133663e-05,256.27236789007634,jaroslaw
