Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,tropospheric_NO2_column_number_density,O3_column_number_density,SO2_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-01-31,2019,1,ZIMA,16.565923640085124,51.767626563322295,12717.779345665163,1834.860234661352,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.62880570997349,51.767626563322295,14829.000252960786,1834.860231929562,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.62880570997349,51.830508633210655,20858.93841808129,1834.8602406552025,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.69168777986186,51.767626563322295,17771.685510469695,1834.8602280971209,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.69168777986186,51.830508633210655,23041.168198664225,1834.8602227325769,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.75456984975022,51.64186242354555,17705.840693330316,1856.383555226905,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.75456984975022,51.70474449343391,18236.49055307067,1854.647035037005,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.817451919638586,51.57898035365719,23759.64096237313,1842.292969202488,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.817451919638586,51.64186242354555,22033.127505960063,1856.3835449218464,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-01-31,2019,1,ZIMA,16.817451919638586,51.70474449343391,22456.481181336727,1855.082226532785,,,,,,zuchlow,271.35690371195477,268.8106689453125,275.41278076171875,268.8858865102132,267.3554229736328,270.5629272460937,83.64396781267064,68.18291909820424,89.6788407706055,2.407327551027892,1.7111324873216285,2.933467384384956,99119.71126302083,99065.46484375,99178.3515625,3.606081008911133e-06,139.1123581450758,zuchlow
2019-02-08,2019,2,ZIMA,16.317897136031107,51.70474449343391,13547.124764748603,1827.1146301319689,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.380779205919474,51.70474449343391,9620.541270564108,1827.1146412501885,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.380779205919474,51.767626563322295,14486.574606613634,1827.1146240694377,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.44366127580784,51.767626563322295,12521.724433626325,1825.306144991295,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.44366127580784,51.830508633210655,19289.307867231782,1823.8770488143,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.50654334569621,51.70474449343391,4909.30832025994,1824.064817084265,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.50654334569621,51.767626563322295,11895.479546733575,1823.777221679628,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.50654334569621,51.830508633210655,18889.34877129355,1823.777222109448,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.569425415584575,51.70474449343391,6827.697666848551,1824.064826003805,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.569425415584575,51.767626563322295,12805.753050421985,1823.918041857934,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.569425415584575,51.830508633210655,19474.627776417576,1823.7772216556928,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.63230748547294,51.70474449343391,10342.25843935897,1824.0648322084176,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.63230748547294,51.767626563322295,14974.92332845214,1824.0302586708467,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
2019-02-08,2019,2,ZIMA,16.63230748547294,51.830508633210655,20962.7847132478,1821.4072438071848,,,,,,zuchlow,275.65531094868976,274.0092468261719,279.4334411621094,273.5027135213216,272.55653381347656,274.95106506347656,85.9091610213606,72.70815979524365,90.14730082162534,3.758126413660575,3.343181407773657,4.866513901923607,100523.01009114583,100254.8828125,100708.84375,4.2011899950011875e-06,216.75632697072595,zuchlow
