Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,NO2_column_number_density,O3_column_number_density,SO2_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-07,2019,2,ZIMA,21.85151928620736,49.94404653655965,20033.423104909278,1793.2623224294086,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.85151928620736,50.006928606448014,16190.04444177026,1813.9638350430107,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.85151928620736,50.06981067633637,14857.272289814278,1813.967298122307,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.914401356095727,49.94404653655965,16959.61725567151,1793.2623223097455,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.914401356095727,50.006928606448014,12188.35762677734,1812.0427861306164,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.914401356095727,50.06981067633637,10359.791051015503,1815.8712196461256,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.97728342598409,50.006928606448014,8693.95239872329,1819.4210287097665,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-07,2019,2,ZIMA,21.97728342598409,50.06981067633637,5869.343296307809,1819.4210205077843,,,,,,krasne,273.6891682942708,270.2750701904297,278.7501525878906,269.4426835378011,267.7304229736328,270.7239074707031,74.356793754532,53.72880608053572,91.35266227630898,3.393553203570635,1.617306403313841,5.067595035755532,99469.9287109375,99119.2734375,99974.6796875,6.3014931583893485e-06,179.63150741926597,krasne
2019-02-16,2019,2,ZIMA,21.722253370931178,50.06981067633637,24108.05821360097,1788.4289534434354,,,,,,krasne,277.2766621907552,274.4865264892578,281.7577209472656,274.9754581451416,272.9294738769531,276.61572265625,85.50561690463867,69.3584370684435,96.8711732833469,2.442456861487297,1.398242977869158,3.559807793876726,100244.90559895833,99988.5703125,100414.5546875,9.858906258841671e-05,245.03175391193724,krasne
2019-02-16,2019,2,ZIMA,21.785135440819545,50.06981067633637,19607.49021660922,1788.4289562413055,,,,,,krasne,277.2766621907552,274.4865264892578,281.7577209472656,274.9754581451416,272.9294738769531,276.61572265625,85.50561690463867,69.3584370684435,96.8711732833469,2.442456861487297,1.398242977869158,3.559807793876726,100244.90559895833,99988.5703125,100414.5546875,9.858906258841671e-05,245.03175391193724,krasne
