Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,NO2_column_number_density,O3_column_number_density,SO2_column_number_density,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-08,2019,2,ZIMA,15.814840576924176,52.33356519231759,23307.29510066172,1812.3720670268465,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,15.877722646812542,52.33356519231759,19061.27668795848,1808.6118669314208,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,15.877722646812542,52.39644726220595,21279.37748017736,1802.3338956596915,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,15.940604716700909,52.39644726220595,17603.57282508577,1800.9529973155682,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,15.940604716700909,52.45932933209431,22304.55007168143,1807.012240666344,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.003486786589274,52.39644726220595,14271.516059654025,1812.15264346567,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.003486786589274,52.45932933209431,19784.703032274563,1822.317468529939,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.06636885647764,52.33356519231759,6652.115921765294,1818.5701029895151,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.06636885647764,52.39644726220595,11583.74642047046,1815.3564434528707,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.06636885647764,52.45932933209431,17945.483490482653,1823.2917480469064,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.06636885647764,52.52221140198267,24654.113391340157,1815.6797410202144,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.207801052540844,11190.639908889909,1820.477284111674,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.270683122429205,4401.118523222788,1820.477301198392,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.33356519231759,3380.4721877937222,1822.9212646484093,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.39644726220595,10070.094318557974,1816.981639228309,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.45932933209431,17009.133212620865,1822.8659133288047,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.12925092636601,52.52221140198267,23982.12173035956,1823.723776619183,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
2019-02-08,2019,2,ZIMA,16.192132996254376,52.207801052540844,11366.058784416824,1820.4772744255024,,,,,,276.09175300598145,274.0990905761719,279.7146911621094,273.9509557088216,273.0435333251953,275.4491882324219,86.11923118895673,73.03228827484634,93.4719656581408,3.9318297815948724,3.5769613145894863,5.159905836340135,100458.8017578125,100205.8828125,100641.296875,2.14482975025021e-06,215.51915432782573,paproć
