Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,NO2_column_number_density,O3_column_number_density,SO2_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-07,2019,2,ZIMA,22.66898619475613,49.75540032689455,10893.482693503986,1811.135748900532,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.66898619475613,49.81828239678293,11260.207883350296,1811.1357580503047,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.73186826464449,49.75540032689455,6638.588268421608,1811.135740692897,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.73186826464449,49.81828239678293,7231.299147808723,1819.795304169179,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.794750334532857,49.692518257006185,10004.241321725396,1833.43937493706,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.794750334532857,49.75540032689455,3242.7147797909784,1830.5131201642828,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.794750334532857,49.81828239678293,4333.529104672702,1833.2277700406428,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.857632404421224,49.566754117229465,24087.918656515038,1827.7645290248531,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.857632404421224,49.62963618711783,17175.280556231522,1830.275102604233,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
2019-02-07,2019,2,ZIMA,22.857632404421224,49.692518257006185,10372.088566275866,1835.9883200556224,,,,,,hurko,273.3790283203125,269.31980895996094,279.4016571044922,268.8398189544678,267.1698760986328,270.4055480957031,73.45820831638132,46.13605513709761,91.43329274472674,2.8815232617214392,1.466748733518601,4.202601535107374,99125.84537760417,98776.2734375,99585.6796875,5.169004907656927e-06,177.88509445019395,hurko
